grmd,md_name,tex_text
310,\,"\mono{Na$_2$CO$_3$}                                          {20.0}{g}
\mono{NaHCO$_3$}                                             {10.0}{g}
\mono{NaCl}                                                   {5.0}{g}
\mono{K$_2$HPO$_4$}                                           {1.0}{g}
\mono{2 M KSCN solution}                                      {7.5}{ml}
\mono{20\% MgCl$_2$$\cdot$6H$_2$O solution}                   {1.0}{ml}
\mono{Trace elements solution (see below)}                    {1.0}{ml}
\mono{Distilled water}                                        {1.0}{L}
\chu{Filter--sterilize KSCN solution and separately autoclave Trace elements solution and MgCl$_2$$\cdot$6H$_2$O solution.
 Aseptically add KSCN solution, Trace elements solution and 
MgCl$_2$$\cdot$6H$_2$O solution to the medium.}
\chu{\sfi Trace elements solution:}
\mono{EDTA}                                                   {5.0}{g}
\mono{FeSO$_4$$\cdot$7H$_2$O}                                 {2.0}{g}
\mono{ZnSO$_4$$\cdot$7H$_2$O}                                 {0.1}{g}
\mono{MnCl$_2$$\cdot$4H$_2$O}                                 {0.03\hspace{-.5em}}{g}
\mono{CoCl$_2$$\cdot$6H$_2$O}                                 {0.2}{g}
\mono{NiCl$_2$$\cdot$6H$_2$O}                                 {0.02\hspace{-.5em}}{g}
\mono{Na$_2$MoO$_4$$\cdot$2H$_2$O}                             {0.03\hspace{-.5em}}{g}
\mono{CuCl$_2$$\cdot$2H$_2$O}                                 {0.01\hspace{-.5em}}{g}
\mono{H$_3$BO$_3$}                                            {0.3}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 3 with HCl.}
     
"
308,"ACIDILOBUS MEDIUM","\mono{NH$_4$Cl}                                               {0.33\hspace{-.5em}}{g}
\mono{KH$_2$PO$_4$}                                           {0.33\hspace{-.5em}}{g}
\mono{KCl}                                                    {0.33\hspace{-.5em}}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.33\hspace{-.5em}}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.33\hspace{-.5em}}{g}
\mono{FeCl$_2$ solution (see Medium No. [187])}               {1.0}{ml}
\mono{Trace element solution (see Medium No. [187])}          {1.0}{ml}
\mono{Trace vitamins (see Medium No. [197])}                 {10.0}{ml}
\mono{Yeast extract (BD-Difco)}                                  {0.3}{g}
\mono{Sulfur (powder)}                                       {10.0}{g}
\mono{Na$_2$S$\cdot$9H$_2$O}                                  {0.5}{g}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix ingredients, except yeast extract, vitamins, sulfur and
 Na$_2$S$\cdot$9H$_2$O, and autoclave under a N$_2$--CO$_2$
 (80:20) gas atmosphere.  Separately autoclave 10\% (w/v) 
yeast extract solution and 5\% (w/v) Na$_2$S$\cdot$9H$_2$O 
solution under a N$_2$ atmosphere.  Steam sulfur for 3 hr on
 each of 3 successive days. Filter--sterilize Trace vitamins
 solution while gassing with N$_2$.  Aseptically and 
anaerobically add the yeast extract and vitamin solutions, 
and sulfur to the medium under a N$_2$--CO$_2$ (80:20)
 gas atmosphere.  Prior to inoculation, add sterile 
Na$_2$S$\cdot$9H$_2$O solution, and adjust pH to 3.5 -- 3.8 with
 sterile 1 N H$_2$SO$_4$.
Pressurize the inoculated bottle to 100 kPa N$_2$--CO$_2$ (80:20).}
     
"
307,"HALONEUTROPHILE MEDIUM","\mono{Yeast extract (BD-Difco)}                                  {2.0}{g}
\mono{Casamino acids (BD-Difco)}                                 {2.0}{g}
\mono{Sodium glutamate}                                       {1.0}{g}
\mono{Trisodium citrate}                                      {3.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                {10.0}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {1.0}{g}
\mono{KCl}                                                    {1.0}{g}
\mono{NaCl}                                                 {200.0}{g}
\mono{FeCl$_2$$\cdot$4H$_2$O}                                 {0.36\hspace{-.5em}}{mg}
\mono{MnCl$_2$$\cdot$4H$_2$O}                                 {0.36\hspace{-.5em}}{mg}
\chu{Add components to distilled water and bring volume to 1.0
 L.}
\chu{Adjust pH to 7.0 -- 7.2.}
     
"
302,"R AGAR WITH 0.5\% TWEEN 80","\mono{R agar (see Medium No. [26])}                    {1.0}{L}
\mono{Tween 80}                                               {5.0}{g}
     
"
303,"PE MEDIUM","\mono{Basal salts solution (see below)}                       {5.0}{ml}
\mono{Phosphate solution (see below)}                         {5.0}{ml}
\mono{Vitamin solution (see below)}                           {1.0}{ml}
\mono{(NH$_4$)$_2$SO$_4$}                                     {0.5}{g}
\mono{Sodium glutamate}                                       {0.5}{g}
\mono{Sodium succinate}                                       {0.5}{g}
\mono{Sodium acetate}                                         {0.5}{g}
\mono{Yeast extract (BD-Difco)}                                  {0.5}{g}
\mono{Casamino acids (BD-Difco)}                                 {0.5}{g}
\mono{Na$_2$S$_2$O$_3$}                                       {0.5}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.5.}
\chu{\sfi Basal salts solution:}
\mono{EDTA$\cdot$3Na}                                         {4.12\hspace{-.5em}}{g}
\mono{FeSO$_4$$\cdot$H$_2$O}                                  {1.11\hspace{-.5em}}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                {24.65\hspace{-.5em}}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {2.94\hspace{-.5em}}{g}
\mono{NaCl}                                                  {23.4}{g}
\mono{Trace elements solution (see below)}                   {10.0}{ml}
\mono{Distilled water}                                        {1.0}{L}
\chu{\sfi Phosphate solution:}
\mono{KH$_2$PO$_4$}                                          {75.0}{g}
\mono{K$_2$HPO$_4$}                                          {78.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{\sfi Vitamin solution:}
\mono{Nicotinic acid}                                       {100.0}{mg}
\mono{Thiamine$\cdot$HCl}                                   {100.0}{mg}
\mono{Biotin}                                                 {5.0}{mg}
\mono{{\sfi p}--Aminobenzoic acid}                           {50.0}{mg}
\mono{Vitamin B$_1$$_2$}                                      {1.0}{mg}
\mono{Calcium pantothenate}                                  {50.0}{mg}
\mono{Pyridoxine$\cdot$HCl}                                  {50.0}{mg}
\mono{Folic acid}                                            {50.0}{mg}
\mono{EDTA$\cdot$3Na}                                       {200.0}{mg}
\mono{Distilled water}                                      {100.0}{ml}
\chu{\sfi Trace elements solution:}
\mono{MnSO$_4$$\cdot${\sfi x}H$_2$O}                          {5.58\hspace{-.5em}}{g}
\mono{ZnSO$_4$$\cdot$7H$_2$O}                                 {1.44\hspace{-.5em}}{g}
\mono{Co(NO$_3$)$_2$$\cdot$6H$_2$O}                           {1.46\hspace{-.5em}}{g}
\mono{CuSO$_4$$\cdot$5H$_2$O}                                 {1.26\hspace{-.5em}}{g}
\mono{Na$_2$MoO$_4$$\cdot$2H$_2$O}                            {1.21\hspace{-.5em}}{g}
\mono{H$_3$BO$_3$}                                            {1.55\hspace{-.5em}}{g}
\mono{EDTA$\cdot$3Na}                                        {20.6}{g}
\mono{Distilled water}                                      {500.0}{ml}
     
"
304,"PYGV MARINE MEDIUM (A)","\mono{Bacto peptone (BD-Difco)}                                  {0.25\hspace{-.5em}}{g}
\mono{Yeast extract (BD-Difco)}                                  {0.25\hspace{-.5em}}{g}
\mono{Mineral salt solution (see below) }                    {20.0}{ml}
\mono{2.5\% Glucose solution}                                {10.0}{ml}
\mono{Vitamin solution (see below)}                          {10.0}{ml}
\mono{Agar}                                                  {15.0}{g}
\mono{Artificial seawater (see below)}                      {960.0}{ml}
\chu{Add components except the glucose solution and Vitamin solution, to artificial
seawater and mix thoroughly. Gently heat and bring to a boil. Autoclave and
then cool to 45 -- 50C. Aseptically add the filter--sterilized glucose solution and
Vitamin solution. Adjust pH to 7.5 with sterile KOH, if necessary.}
\chu{\sfi Mineral salt solution:}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                {29.7}{g}
\mono{Nitrilotriacetic acid}                                 {10.0}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {3.34\hspace{-.5em}}{g}
\mono{FeSO$_4$$\cdot$7H$_2$O}                                {99.0}{mg}
\mono{Na$_2$MoO$_4$$\cdot$2H$_2$O}                           {13.0}{mg}
\mono{Metals ''44'' (see Medium No. [149])}                  {50.0}{ml}
\mono{Distilled water}                                      {950.0}{ml}
\chu{Add nitrilotriacetic acid to 500 ml of distilled water. Dissolve by
adjusting pH to 6.5 with KOH\@. Add the remaining components and distilled water.
Readjust pH to 7.2.}
\chu{\sfi Vitamin solution:}
\mono{Biotin}                                                 {2.0}{mg}
\mono{Folic acid}                                             {2.0}{mg}
\mono{Pyridoxine$\cdot$HCl}                                  {10.0}{mg}
\mono{Riboflavin}                                             {5.0}{mg}
\mono{Thiamine$\cdot$HCl}                                     {5.0}{mg}
\mono{Nicotinamide}                                           {5.0}{mg}
\mono{Calcium pantothenate}                                   {5.0}{mg}
\mono{Vitamin B$_1$$_2$}                                      {0.1}{mg}
\mono{{\sfi p}--Aminobenzoic acid}                            {5.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
\chu{\sfi Artificial seawater:}
\mono{NaCl}                                                  {23.477\hspace{-1.5em}}{g}
\mono{Na$_2$SO$_4$}                                           {3.917\hspace{-1.5em}}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {4.981\hspace{-1.5em}}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {1.102\hspace{-1.5em}}{g}
\mono{NaHCO$_3$}                                            {192.0}{mg}
\mono{KCl}                                                  {664.0}{mg}
\mono{KBr}                                                    {6.0}{mg}
\mono{H$_3$BO$_3$}                                           {26.0}{mg}
\mono{SrCl$_2$$\cdot$6H$_2$O}                                {24.0}{mg}
\mono{NaF}                                                    {3.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
     
"
295,"CELLULOMONAS FERMENTANS MEDIUM","\mono{K$_2$HPO$_4$}           {2.21\hspace*{-.5em}}{g}
\mono{KH$_2$PO$_4$}           {1.5}{g}
\mono{(NH$_4$)$_2$SO$_4$}        {1.3}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O} {0.1}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O} {0.02\hspace*{-.5em}}{g}
\mono{FeSO$_4$$\cdot$7H$_2$O} {1.25\hspace*{-.5em}}{mg}
\mono{Yeast extract}          {5.0}{g}
\mono{NaHCO$_3$}              {0.8}{g}
\mono{Distilled water}        {950}{ml}
\chu{Adjust pH to 7.4. Separately sterilize 50 ml of 10\%
cellobiose solution, and add to the medium aseptically.}

"
296,"EGGC MEDIUM","\mono{Glucose}                                                {0.6}{g}
\mono{Sodium acetate}                                         {0.3}{g}
\mono{Casamino acids (BD-Difco)}                              {0.3}{g}
\mono{(NH$_4$)$_2$SO$_4$}                                     {0.1}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {0.05\hspace*{-.5em}}{g}
\mono{KCl}                                                    {0.05\hspace*{-.5em}}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.02\hspace*{-.5em}}{g}
\mono{CaCO$_3$}                                               {0.02\hspace*{-.5em}}{g}
\mono{Solution A (see below)}                                 {4.5}{ml}
\mono{Agar}                                                  {12.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.2--7.4.  Autoclave at 115C for 20 min.
Separately sterilize Solution A by filtration, and add 
to the medium aseptically.}

\chu{\sfi Solution A:}
\mono{0.5 M Na$_2$HPO$_4$--NaH$_2$PO$_4$ buffer (pH 7.3)}     {2.0}{ml}
\mono{Vitamins mix solution (see below)}                      {0.5}{ml}
\mono{FeCl$_3$ solution (see below)}                          {2.0}{ml}
\chu{\sfi Vitamins mix solution:}
\mono{Riboflavin}                                            {20.0}{mg}
\mono{Thiamine$\cdot$HCl}                                    {20.0}{mg}
\mono{Nicotinic acid}                                        {20.0}{mg}
\mono{Calcium pantothenate}                                  {20.0}{mg}
\mono{{\sfi myo}--Inositol}                                              {20.0}{mg}
\mono{{\sfi p}--Aminobenzoic acid}                           {20.0}{mg}
\mono{Pyridoxine$\cdot$HCl}                                  {20.0}{mg}
\mono{Folic acid}                                             {1.0}{mg}
\mono{Vitamin B$_12$}                                         {1.0}{mg}
\mono{Biotin}                                                 {1.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
\chu{\sfi FeCl$_3$ solution:} 
\mono{FeCl$_3$$\cdot$6H$_2$O}                                 {0.15}{g}
\mono{Distilled water}                                      {300.0}{ml}
\chu{Prepare just before use.}
     
"
297,"VULCANISAETA MEDIUM","\chu{Use Medium No. [183] with 0.5 g/L yeast extract (BD-Difco)
and 10.0 g/L sulfur (powder), and adjust final pH to 4.5.}
     
"
298,"HALOSIMPLEX MEDIUM","\mono{Glycerol}                                               {2.5}{g}
\mono{Sodium pyruvate}                                        {2.5}{g}
\mono{K$_2$HPO$_4$}                                           {0.5}{g}
\mono{(NH$_4$)$_2$SO$_4$}                                     {1.0}{g}
\mono{KCl}                                                    {4.0}{g}
\mono{NaCl}                                                 {200.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                {20.0}{g}
\mono{Trace metal solution (see below)}                       {2.0}{ml}
\chu{Add components to distilled water and bring volume to 1.0 L.  Adjust pH to 7.15.}
\chu{For solid agar slopes or plates, add 20.0 g Bacto agar (BD-Difco).}
\chu{\sfi Trace metal solution:}
\mono{ZnSO$_4$$\cdot$7H$_2$O}                                 {0.1}{g}
\mono{MnCl$_2$$\cdot$4H$_2$O}                                 {0.03\hspace{-.5em}}{g}
\mono{H$_3$BO$_3$}                                            {0.3}{g}
\mono{CoCl$_2$$\cdot$6H$_2$O}                                 {0.2}{g}
\mono{CuSO$_4$$\cdot$5H$_2$O}                                 {0.01\hspace{-.5em}}{g}
\mono{NiCl$_2$$\cdot$6H$_2$O}                                 {0.02\hspace{-.5em}}{g}
\mono{Na$_2$MoO$_4$$\cdot$2H$_2$O}                            {0.03\hspace{-.5em}}{g}
\mono{Distilled water}                                      {100.0}{ml}
\chu{Adjust pH to 3.0 -- 4.0 with HCl.}
     
"
299,"RC+ MEDIUM","\mono{NH$_4$Cl}                                               {1.0}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.2}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.1}{g}
\mono{KCl}                                                    {0.1}{g}
\mono{NaCl}                                                  {30.0}{g}
\mono{Sodium acetate}                                         {0.83\hspace{-.5em}}{g}
\mono{MES}                                                    {2.13\hspace{-.5em}}{g}
\mono{Yeast extract (BD-Difco)}                                  {5.0}{g}
\mono{Trypticase peptone (BD-BBL)}                               {5.0}{g}
\mono{K$_2$HPO$_4$}                                           {0.3}{g}
\mono{KH$_2$PO$_4$}                                           {0.3}{g}
\mono{Resazurin}                                              {1.0}{mg}
\mono{L--Cystine}                                            {12.0}{g}
\mono{Na$_2$S$\cdot$9H$_2$O}                                  {0.5}{g}
\mono{Maltose monohydrate}                                    {7.2}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix ingredients, except Na$_2$S$\cdot$9H$_2$O and L--cystine,
 and adjust pH to 6.0 with H$_2$SO$_4$.  Fill the gas phase with
 N$_2$, seal with butyl rubber stopper, and autoclave.  
Separately autoclave Na$_2$S$\cdot$9H$_2$O and L--cystine as 5\%
 and 12\% solutions, respectively, under a N$_2$ atmosphere.
  Prior to inoculation, add the sterile Na$_2$S$\cdot$9H$_2$O
 and cystine solutions, and readjust pH to 6.0, if necessary.
    Pressurize the inoculated bottles to 300 kPa N$_2$.}
     
"
