grmd,md_name,tex_text
605,"COOKED MEAT MEDIUM","\mono{Cooked meat medium (Oxoid)}{55.0}{g}
\mono{Glucose}{10.0}{g}
\mono{Distilled water}{1.0}{L}

\chu{Check the final pH to be around 7.2.}
     
"
606,"MALTOSE--YEAST EXTRACT MEDIUM","\mono{Maltose}                                               {20.0}{g}
\mono{Yeast extract}                                         {10.0}{g}
\mono{K$_2$HPO$_4$}                                           {2.0}{g}
\mono{NaCl}                                                   {5.0}{g}
\mono{Agar}                                                  {15.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 6.0.}
     
"
603,mMMJS/PT,"\chu{Use Medium No. [592] supplemented with 2.0 g/L yeast extract, and replace the
gas phase of the final medium with a N$_2$--CO$_2$--O$_2$ (77:20:3, by volume) gas
mixture at 200 kPa.}
     
"
604,"HALOMONAS VARIABILIS MEDIUM","\mono{NaCl}{95.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}{81.0}{g}
\mono{KCl}{1.0}{g}
\mono{Yeast extract}{7.5}{g}
\mono{Proteose peptone (BD--Difco)}{2.5}{g}
\mono{SL--4 trace element solution (see Medium No. [340])}{10.0}{ml}
\mono{Trace vitamins (See Medium No. [197])}{1.0}{ml}
\mono{Distilled water}{1.0}{L}

\chu{Adjust pH to 7.5.}
     
"
591,"HALF STRENGTH TRYPTICASE SOY BROTH AGAR (pH 4.0)","\chu{\sfi Solution A:}
\mono{Trypticase soy broth (BD-BBL)}                            {15.0}{g}
\mono{Distilled water}                                      {500.0}{ml}
\chu{Adjust pH to 4.0.}
\chu{\sfi Solution B:}
\mono{Agar}                                                  {15.0}{g}
\mono{Distilled water}                                      {500.0}{ml}
\chu{After autoclaving Solutions A and B separately and cooling to 50C,
aseptically mix both solutions and dispense into sterile test tubes or petri
dishes.}
     
"
592,"MODIFIED MMJS MEDIUM (B)","\chu{\sfi Solution A:}
\mono{NaCl}                                                   {20.0}{g}
\mono{K$_2$HPO$_4$}                                            {0.09\hspace{-0.5em}}{g}
\mono{KH$_2$PO$_4$}                                            {0.07\hspace{-0.5em}}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                  {0.8}{g}
\mono{NH$_4$Cl}                                                {1.0}{g}
\mono{NaNO$_3$}                                                {1.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                  {1.0}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                  {6.0}{g}
\mono{KCl}                                                     {0.33\hspace{-0.5em}}{g}
\mono{NiCl$_2$$\cdot$6H$_2$O}                                  {1.0}{mg}
\mono{Na$_2$SeO$_3$$\cdot$5H$_2$O}                             {1.0}{mg}
\mono{Fe$_2$(SO$_4$)$_3$$\cdot${\sfi x}H$_2$O}                 {0.01\hspace{-0.5em}}{g}
\mono{H$_2$WO$_4$}                                             {1.0}{mg}
\mono{Na$_2$S$_2$O$_3$$\cdot$5H$_2$O}                          {3.0}{g}
\mono{FeSO$_4$$\cdot$7H$_2$O}                                  {0.01\hspace{-0.5em}}{g}
\mono{Ferric citrate}                                         {0.01\hspace{-0.5em}}{g}
\mono{Trace mineral solution (see Medium No. [508])}           {5.0}{ml}
\mono{Distilled water}                                         {1.0}{L}
\chu{\Mix ingredients and adjust pH to 6.8 with NaOH.  Distribute the solution
into culture vessels (leaving more than 80% volume of gas phase in the
vessel) under a stream of a N$_2$--CO$_2$ (80:20, v/v) gas mixture, seal with butyl
rubber stoppers and autoclave.  Then, add the following solutions
(filter--sterilized) to the medium (per liter):}

\mono{Trace vitamins (see Medium No. [197])}                   {1.0}{ml}
\mono{5\% NaHCO$_3$ solution}                                 {20.0}{ml}
\chu{Finally, replace the gas phase with a N$_2$--CO$_2$--O$_2$ (79:20:1, by volume) gas
mixture and pressurize to 200 kPa with the same gas mixture.}
     
"
593,"MODIFIED 9K MEDIUM FOR FERROPLASMA AEOLICUM","\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {0.4}{g}
\mono{(NH$_4$)$_2$SO$_4$}                                     {0.2}{g}
\mono{KCl}                                                    {0.1}{g}
\mono{K$_2$HPO$_4$}                                           {0.1}{g}
\mono{FeSO$_4$$\cdot$7H$_2$O}                                {25.0}{g}
\mono{Yeast extract}                                          {0.2}{g}
\mono{FeCl$_2$ solution (see Medium No. [187])}               {1.0}{ml}
\mono{Trace element solution (see Medium No. [187])}          {1.0}{ml}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 1.6 -- 1.7 with 10 N H$_2$SO$_4$ and autoclave.   After cooling, add
filter--sterilized K$_2$S$_4$O$_6$ solution to give a final concentration of 5 mM.}
     
"
594,"ALICYCLIPHILUS DENITRIFICANS MEDIUM","\chu{\sfi Solution A:}
\mono{Na$_2$HPO$_4$$\cdot$2H$_2$O}                            {0.53\hspace{-0.5em}}{g}
\mono{KH$_2$PO$_4$}                                           {0.41\hspace{-0.5em}}{g}
\mono{NaNO3}                                                  {0.85\hspace{-0.5em}}{g}
\mono{Sodium acetate$\cdot$3H$_2$O}                           {0.136\hspace{-1.0em}}{g}
\mono{FeCl$_2$ solution (see Medium No. [187])}               {1.0}{ml}
\mono{Trace element solution (see Medium No. [187])}          {1.0}{ml}
\mono{Selenite--tungstate solution (see Medium No. [431])}    {1.0}{ml}
\mono{Distilled water}                                      {900.0}{ml}
\chu{\sfi Solution B:}
\mono{CaCl$_2$2H$_2$O}                                        {0.11\hspace{-0.5em}}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.1}{g}
\mono{Distilled water}                                       {50.0}{ml}
\chu{\sfi Solution C:}
\mono{NH$_4$HCO$_3$}                                          {0.44\hspace{-0.5em}}{g}
\mono{NaHCO$_3$}                                              {3.73\hspace{-0.5em}}{g}
\mono{Na$_2$SO$_4$}                                           {0.2}{g}
\mono{Distilled water}                                       {50.0}{ml}
\chu{Prepare all solutions and autoclave under a N$_2$ atmosphere.  After cooling,
combine the solutions and replace the gas phase with a N$_2$--CO$_2$ (4:1, v/v) gas
mixture. Then, aseptically and anaerobically add the following autoclaved or *filter--sterilized solutions to the medium:}

\mono{1.0 M Sodium acetate solution}                         {10.0}{ml}
\mono{Vitamin solution* (see Medium No. [403])}               {1.0}{ml}
\mono{Thiamine solution* (see Medium No. [403])}              {1.0}{ml}
\mono{Vitamin B$_1$$_2$ solution* (see Medium No. [403])}     {1.0}{ml}
\chu{Check the final pH of the medium to be around 7.3.}
     
\chu{Comment: JCM 14587 grows also in a modified medium with benzene and chlorate. For preparation of the modified medium, replace NaNO$_3$ with 1.06 g NaClO$_3$(in 900 ml solution A).  After combining all solutions (A, B and C), add 1.0 ml/L of 1.0 M sodium acetate solution (autoclaved), 25 ml/L of 20 mM benzene (water-saturated, autoclaved), and 1 ml/L of each of vitamin solution (see Medium No. [403], filter-sterilized), thiamine solution (see Medium No. [403], filter-sterilized) and vitamin B$_12$ solution (see Medium No. [403], filter-sterilized) to the medium. Otherwise, prepare the modified medium as described above.}
     
"
595,"CLOSTRIDIUM THERMOCELLUM MEDIUM","\mono{(NH$_4$)$_2$SO$_4$}                                     {1.3}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {2.6}{g}
\mono{KH$_2$PO$_4$}                                           {1.43\hspace{-0.5em}}{g}
\mono{K$_2$HPO$_4$$\cdot$3H$_2$O}                             {7.2}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.13\hspace{-0.5em}}{g}
\mono{Sodium $\beta$--glycerophosphate}                       {6.0}{g}
\mono{FeSO$_4$$\cdot$7H$_2$O}                                 {1.1}{mg}
\mono{Glutathione}                                            {0.25\hspace{-0.5em}}{g}
\mono{Yeast extract}                                          {4.5}{g}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Cellulose (Avicel or MN 300)}                          {10.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.0 -- 7.2.}

\chu{Gas atmosphere: 95\% N$_2$ + 5\% CO$_2$.}
\chu{Comment: Cellulose can be replaced with 5.0 g/L cellobiose. In this case, cellobiose is filter--sterilized separately
as 10\% (w/v) solution in distilled water.}
     
"
599,"MODERATE HALOPHILE MEDIUM","\mono{Yeast extract}                                         {10.0}{g}
\mono{Proteose peptone No. 3 (BD-Difco)}                         {5.0}{g}
\mono{Glucose}                                                {1.0}{g}
\mono{NaCl}                                                  {81.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {9.6}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {7.0}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.36\hspace{-0.5em}}{g}
\mono{KCl}                                                    {2.0}{g}
\mono{NaHCO$_3$}                                              {0.06\hspace{-0.5em}}{g}
\mono{NaBr}                                                   {0.026\hspace{-1.0em}}{g}
\chu{Add components to distilled water and bring volume to 1.0 L.  Adjust pH to 7.0 -- 7.2.  For preparation of solid medium, add 20.0 g/L agar.}
     
"
600,"G5G6 MEDIUM","\chu{\sfi Solution A:}
\mono{Na$_2$HPO$_4$$\cdot$12H$_2$O}                           {0.5}{g}
\mono{KH$_2$PO$_4$}                                           {0.65\hspace{-0.5em}}{g}
\mono{FeCl$_2$ solution (see Medium No. [187])}               {1.0}{ml}
\mono{Trace element solution (see below)}                     {1.0}{ml}
\mono{Resazurin}                                              {0.5}{mg}
\mono{Distilled water}                                      {880.0}{ml}
\chu{\sfi Solution B:}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.11\hspace{-0.5em}}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.1}{g}
\mono{Distilled water}                                       {50.0}{ml}
\chu{\sfi Solution C:}
\mono{NH$_4$HCO$_3$}                                          {0.44\hspace{-0.5em}}{g}
\mono{NaHCO$_3$}                                              {3.73\hspace{-0.5em}}{g}
\mono{L--Cysteine$\cdot$HCl$\cdot$H$_2$O}                     {0.175\hspace{-1.0em}}{g}
\mono{Distilled water}                                       {50.0}{ml}
\chu{Prepare all solutions and autoclave under a N$_2$ atmosphere.  After cooling,
combine the solutions and replace the gas phase with a N$_2$--CO$_2$ (4:1, v/v) gas
mixture. Then, add the following autoclaved or *filter--sterilized solutions
to the medium:}  

\mono{1.0 M NaNO$_3$ solution}                               {10.0}{ml}
\mono{Trace vitamins* (see Medium No. [197])}                {10.0}{ml}
\mono{Vitamin B$_1$$_2$ solution* (see Medium No. [403])}     {1.0}{ml}
\chu{Check the final pH to be around 7.3.}

\chu{Distribute appropriate amount of the medium into culture vessels under the
same gas mixture (e.g., 40.0 ml in 120 ml serum bottle) and seal with Viton
rubber stoppers.  Finally add per liter the following solution from an
anaerobic stock (autoclaved):}

\mono{5.0 mM Toluene (water--saturated)}                     {40.0}{ml}
\chu{\sfi Trace element solution:}
\mono{Trace element solution (see Medium No. [187])}          {1.0}{L}
\mono{AlCl$_3$$\cdot$6H$_2$O}                                {10.0}{mg}
\chu{Comment: For strain JCM 14632, incubate with a 5--10\% inoculum.  When toluene is depleted,
re--add the toluene solution (normally every 3 to 4 days, until enough cell growth is seen).}
     
"
597,"GLUCOSE AGAR","\mono{Yeast extract}{5.0}{g}
\mono{Bacto peptone}{3.0}{g}
\mono{Glucose}{30.0}{g}
\mono{CaCO$_3$}{10.0}{g}
\mono{Agar}{15.0}{g}
\mono{Distilled water}{1.0}{L}
\chu{Adjust pH to 6.8.}
     
"
598,"MANNITOL AGAR","\mono{Yeast extract}{5.0}{g}
\mono{Peptone}{3.0}{g}
\mono{Mannitol}{25.0}{g}
\mono{CaCO$_3$}{10.0}{g}
\mono{Agar}{20.0}{g}
\mono{Distilled water}{1.0}{L}
\chu{Adjust pH to 6.8.}
     
"
585,"MODIFIED BROCK'S BASAL SALTS--YEAST EXTRACT MEDEIUM (B)","\chu{Prepare Medium No. [542] with 0.5 g/L yeast extract (final) and adjust pH to 3.0.}
     
"
586,"COLUMBIA BLOOD AGAR WITH 5\% RABBIT BLOOD","\chu{Prepare Columbia blood agar base (Oxoid CM331) according to the direction,
sterilize and cool to about 45C. Aseptically add 5\% (final) sterile
defibrinated rabbit blood. Mix and quickly dispense into the sterile test
tubes or petri dishes.}
     
"
588,"MODIFIED RHODOBACTER SPAEROIDES MEDIUM","\mono{KH$_2$PO$_4$}                                           {0.5}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.2}{g}
\mono{NaCl}                                                   {0.4}{g}
\mono{NH$_4$Cl}                                               {0.4}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.05\hspace{-0.5em}}{g}
\mono{Sorbitol}                                               {3.0}{g}
\mono{Sodium pyruvate}                                        {3.0}{g}
\mono{Yeast extract}                                          {0.6}{g}
\mono{Fe--Citrate solution (0.1\%, w/v)}                      {5.0}{ml}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.0.}

\chu{Add the following component after autoclaving:}
\mono{Trace element solution SL7 (see below)}                 {1.0}{ml}
\chu{\sfi Trace element solution SL7:}
\mono{HCl (25\% v/ v)}                                        {1.0}{ml}
\mono{ZnCl$_2$}                                              {70.0}{mg}
\mono{MnCl$_2$$\cdot$4H$_2$O}                               {100.0}{mg}
\mono{H$_3$BO$_3$}                                           {60.0}{mg}
\mono{CoCl$_2$$\cdot$6H$_2$O}                               {200.0}{mg}
\mono{CuCl$_2$$\cdot$2H$_2$O}                                {20.0}{mg}
\mono{NiCl$_2$$\cdot$6H$_2$O}                                {20.0}{mg}
\mono{Na$_2$MoO$_4$$\cdot$2H$_2$O}                           {40.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
     
"
589,"PY MEDIUM (C)","\mono{Peptone}                                               {10.0}{g}
\mono{Yeast extract}                                         {10.0}{g}
\mono{Salts solution (see below)}                            {40.0}{ml}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix components thoroughly and autoclave under a N$_2$ atmosphere. Aseptically
and anaerobically add the following solutions (autoclaved under a N$_2$
atmosphere) to the medium:}

\mono{20\% Na$_2$CO$_3$ solution}                            {10.0}{ml}
\mono{5\% Na$_2$S$\cdot$9H$_2$O}                             {10.0}{ml}
\chu{\sfi Salts solution:}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.2}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {0.2}{g}
\mono{KH$_2$PO$_4$}                                           {1.0}{g}
\mono{K$_2$HPO$_4$}                                           {1.0}{g}
\mono{NaHCO$_3$}                                             {10.0}{g}
\mono{NaCl}                                                   {2.0}{g}
\mono{Distilled water}                                        {1.0}{L}
     
"
590,"A--MMX MEDIUM","\mono{Synthetic seawater (2 x, see Medium No. [244])}       {125.0}{ml}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.19\hspace{-0.5em}}{g}
\mono{NaCl}                                                 {113.0}{g}
\mono{KH$_2$PO$_4$}                                           {0.5}{g}
\mono{Yeast extract}                                          {0.2}{g}
\mono{Peptone}                                                {0.2}{g}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Na$_2$S$\cdot$9H$_2$O}                                  {0.5}{g}
\mono{Starch solution (see below)}                          {100.0}{ml}
\mono{Distilled water}                                      {775.0}{ml}
\chu{Mix components except Na$_2$S$\cdot$9H$_2$O and bubble with N$_2$ for 30 min. Distribute the medium into appropriate culture vessels (e.g., 10 ml medium
in the Bellco anaerobic culture tube) under a N$_2$ atmosphere, seal with butyl
rubber stoppers.  Add Na$_2$S$\cdot$9H$_2$O as 5\% solution and autoclave.  Adjust pH to
6.5 -- 7.0, if necessary.}

\chu{\sfi Starch solution:}
\mono{Soluble starch}                                         {5.0}{g}
\mono{Distilled water}                                      {100.0}{ml}
\chu{Boil water, then, add starch and mix until dissolves thoroughly.}
     
"
596,"MRS MEDIUM WITH 2.5\% NaCl","\mono{Lactobacilli MRS broth (BD-Difco)}                        {55.0}{g}
\mono{NaCl}                                                  {25.0}{g}
\mono{Bacto agar (BD-Difco)}                                 {15.0}{g}
\mono{Distilled water}                                        {1.0}{L}
     
"
574,"DB CHARACTERIZATION MEDIUM NO. 2","\mono{MDS salt water (see below)}                           {833.0}{ml}
\mono{FeCl$_2$ solution (see Medium No. [187])}               {1.0}{ml}
\mono{Trace element solution (see Medium No. [187])}          {1.0}{ml}
\mono{Peptone (Oxoid)}                                       {0.25\hspace{-0.5em}}{g}
\mono{Yeast extract (BD-Difco)}                               {0.05\hspace{-0.5em}}{g}
\chu{Add components and bring volume to 980 ml with distilled water.   For preparation of solid medium, add 20 g/L agar (if necessary, use washed agar as described below).  Autoclave,
and after cooling, add the following solutions (filter--sterilized or
*autoclaved) to the medium:}

    
\mono{1 M NH$_4$Cl}                                           {5.0}{ml}
\mono{Potassium phosphate buffer* (see below)}                {2.0}{ml}
\mono{Vitamin solution (see below)}                           {3.0}{ml}
\mono{1 M Sodium pyruvate solution}                          {10.0}{ml}
\chu{Readjust pH to 7.0 -- 7.5 with a sterilized 10% Na$_2$CO$_3$ solution, if necessary.}

\chu{\sfi Washed agar:}
\chu{Stir agar in distilled water and stand still for 30 min.  Then, remove supernatant by decantation.  Repeat the washing at least twice.}

\chu{\sfi MDS salt water:}
\mono{NaCl}                                                 {240.0}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                {30.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                {35.0}{g}
\mono{KCl}                                                    {7.0}{g}
\mono{1 M CaCl$_2$ solution}                                  {5.0}{ml}
\chu{Add components to distilled water and bring volume to 1.0 L.  Adjust pH
to 7.5 with 1 M Tris base.}


\chu{\sfi Potassium phosphate buffer:}
\mono{1 M K$_2$HPO$_4$}                                      {83.4}{ml}
\mono{1 M KH$_2$PO$_4$}                                      {16.6}{ml}
\chu{Combine the two solutions and check that pH is close to 7.5.   Add an equal volume of distilled water.}


\chu{\sfi Vitamin solution:}
\mono{Biotin}                                                 {3.0}{mg}
\mono{Folic acid}                                             {4.0}{mg}
\mono{Pyridoxine$\cdot$HCl}                                  {50.0}{mg}
\mono{Thiamine$\cdot$HCl}                                    {33.0}{mg}
\mono{Riboflavin}                                            {10.0}{mg}
\mono{Nicotinic acid}                                        {33.0}{mg}
\mono{DL--Calcium pantothenate}                              {17.0}{mg}
\mono{Vitamin B$_1$$_2$}                                     {17.0}{mg}
\mono{{\sfi p}--Aminobenzoic acid}                           {13.0}{mg}
\mono{Lipoic acid}                                           {10.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
     
"
581,"XED AGAR","\mono{Xylan}                                                  {7.0}{g}
\mono{Yeast extract (BD-Difco)}                                  {3.0}{g}
\mono{Agar}                                                  {20.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.0.}
     
"
582,"PYG AGAR (E)","\mono{Bacto peptone (BD-Difco)}                                  {5.0}{g}
\mono{Beef extract (BD-Difco)}                                   {3.0}{g}
\mono{Yeast extract (BD-Difco)}                                  {0.2}{g}
\mono{Glucose}                                                {5.0}{g}
\mono{NaCl}                                                   {0.5}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {1.5}{g}
\mono{Agar}                                                  {15.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.0.}
     
"
583,"GAM AGAR WITH 0.5\% ARGININE","\mono{GAM broth (Nissui)}                                    {59.0}{g}
\mono{Arginine}                                               {5.0}{g}
\mono{Agar}                                                  {15.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.0.}
     
"
584,\,"\mono{KH$_2$PO$_4$}                                           {0.5}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.2}{g}
\mono{NaCl}                                                   {0.4}{g}
\mono{NH$_4$Cl}                                               {0.4}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.05\hspace{-0.5em}}{g}
\mono{Sodium pyruvate}                                        {3.0}{g}
\mono{Yeast extract (BD-Difco)}                                  {0.6}{g}
\mono{Ferric citrate (0.1\%, w/v)}                            {5.0}{ml}
\mono{Trace element solution SL7 (see Medium No. [516])}      {1.0}{ml}
\mono{Distilled water}                                        {1.0}{L}
\chu{
Adjust pH to 6.8 -- 7.0.}
     
"
580,"RHODOBACTER SPHAEROIDES MEDIUM","\mono{KH$_2$PO$_4$}                                           {0.5}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.2}{g}
\mono{NaCl}                                                   {0.4}{g}
\mono{NH$_4$Cl}                                               {1.2}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.05\hspace{-0.5em}}{g}
\mono{Sorbitol}                                               {3.0}{g}
\mono{Sodium pyruvate}                                        {3.0}{g}
\mono{Yeast extract}                                          {0.4}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.0.}

\chu{Add the following component after autoclaving:}
\mono{Trace element solution SL7 (see below)}                 {1.0}{ml}
\mono{Vitamin B$_1$$_2$ solution (20 $\mu$g/L)}               {1.0}{ml}
\chu{\sfi Trace element solution SL7:}
\mono{HCl (25\%, v/v)}                                        {1.0}{ml}
\mono{ZnCl$_2$}                                              {70.0}{mg}
\mono{MnCl$_2$$\cdot$4H$_2$O}                               {100.0}{mg}
\mono{H$_3$BO$_3$}                                           {60.0}{mg}
\mono{CoCl$_2$$\cdot$6H$_2$O}                               {200.0}{mg}
\mono{CuCl$_2$$\cdot$2H$_2$O}                                {20.0}{mg}
\mono{NiCl$_2$$\cdot$6H$_2$O}                                {20.0}{mg}
\mono{Na$_2$MoO$_4$$\cdot$2H$_2$O}                           {40.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
     
"
577,"DESULFATIRHABDIUM BUTYRATIVORANS MEDIUM","\chu{Use Medium No. [284] supplemented with 2.8 g Na$_2$SO$_4$and 0.2 g (final) yeast extract in Solution A
(per 900 ml), and with 1.72 g crotonic acid and 0.43 g
sodium benzoate in Solution B (per 100 ml) instead of sodium pyruvate.  Prior to inoculation, aseptically
and anaerobically add 0.01 volume of 5\% Na$_2$S$\cdot$9H$_2$O solution (autoclaved and
stored under a N$_2$ atmosphere) to the medium.  Pressurize the inoculated
bottles to 170 kPa with N$_2$--CO$_2$ (80:20, v/v).}
     
"
578,"THERMOPROTEUS MEDIUM (B)","\chu{Use Medium No. [297] with pH adjusted to 5.5.}
     
"
579,"BACILLUS AA MEDIUM","\chu{\sfi Solution A:}
\mono{KH$_2$PO$_4$}                                           {0.3}{g}
\mono{K$_2$HPO$_4$}                                           {0.3}{g}
\mono{NH$_4$Cl}                                               {1.0}{g}
\mono{NaCl}                                                   {1.0}{g}
\mono{KCl}                                                    {0.1}{g}
\mono{Yeast extract}                                          {1.0}{g}
\mono{Trace minerals (see Medium No. [151])}                 {10.0}{ml}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix ingredients and adjust pH to 7.2.  Distribute the solution into
tubes (e.g., 10 ml in the Hungate tubes) under a N$_2$--CO$_2$ gas mixture (4:1,
v/v), seal with butyl rubber stoppers and autoclave.}

\chu{To complete medium, aseptically add the following solutions to the medium (per 10 ml):}

\mono{Solution B (see below)                                  {0.1}{ml}
\mono{1.0 M Sodium acetate (filter--sterilized)}              {0.2}{ml}
\mono{5\% NaHCO$_3$ solution (filter--sterilized)}            {0.4}{ml}
\chu{\sfi Solution B:}
\mono{CaCl$_2$}                                               {0.1}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.5}{g}
\mono{Distilled water}                                       {10.0}{ml}
\chu{Autoclave under a N$_2$ atmosphere.}
     
"
575,"SYNTROPHOMONAS PALMITICICUM MEDIUM","\chu{Use Medium No. [284] supplemented with final 0.5 g yeast extract and 1.0 ml
Trace vitamins solution in Solution A (per 900 ml), and with 0.86 g crotonic acid in Solution B (per 100 ml) instead of sodium pyruvate.  Otherwise, prepare the medium as described in the recipe of Medium No. [284].}
     
"
576,"DESULFATIBACILLUS OLEFINIVORANS MEDIUM","\chu{\sfi Solution A:}
\mono{Na$_2$SO$_4$}                                           {3.0}{g}
\mono{KH$_2$PO$_4$}                                           {0.2}{g}
\mono{NH$_4$Cl}                                               {0.3}{g}
\mono{NaCl}                                                   {7.0}{g}
\mono{KCl}                                                    {0.5}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.15\hspace{-0.5em}}{g}
\mono{Yeast extract (BD-Difco)}                                  {0.1}{g}
\mono{Trace element solution SL12 (see below)}                {1.0}{ml}
\mono{Selenite--tungstate solution (see Medium No. [431])}    {1.0}{ml}
\mono{HEPES}                                                  {2.38\hspace{-0.5em}}{g}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Distilled water}                                      {960.0}{ml}
\chu{Mix ingredients, adjust pH to 7.5 and autoclave under a N$_2$ atmosphere. After cooling, add the following stock solutions (filter--sterilized or *autoclaved) to the solution:}

\mono{15\% MgCl$_2$$\cdot$6H$_2$O solution*}                 {10.0}{ml}
\mono{8\% NaHCO$_3$ solution}                                {30.0}{ml}
\mono{Vitamin solution (see Medium No. [403])}                {1.0}{ml}
\mono{Thiamine solution (see Medium No. [403])}               {1.0}{ml}
\mono{Vitamin B$_1$$_2$ solution (see Medium No. [403])}      {1.0}{ml}
\chu{\sfi Substrate:}
\mono{Sodium palmitate}                                       {2.8}{g}
\chu{Autoclave in culture vessels.}
\chu{To complete the medium, combine Solution A and substrate in the culture vessels under a N$_2$--CO$_2$ (4:1, v/v) gas mixture and seal with butyl rubber stoppers. Finally, reduce the medium with 0.01 volume of 5\% Na$_2$S$\cdot$9H$_2$O solution (autoclaved and stored under a N$_2$ atmosphere).}

\chu{\sfi Trace metal solution SL12:}
\mono{EDTA$\cdot$2Na}                                         {3.0}{g}
\mono{FeSO$_4$$\cdot$7H$_2$O}                                 {1.1}{g}
\mono{CoCl$_2$$\cdot$6H$_2$O}                               {190.0}{mg}
\mono{MnCl$_2$$\cdot$4H$_2$O}                                {50.0}{mg}
\mono{ZnCl$_2$}                                              {42.0}{mg}
\mono{NiCl$_2$$\cdot$6H$_2$O}                                {24.0}{mg}
\mono{Na$_2$MoO$_4$$\cdot$2H$_2$O}                           {18.0}{mg}
\mono{H$_3$BO$_3$}                                          {300.0}{mg}
\mono{CuCl$_2$$\cdot$2H$_2$O}                                 {2.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
     
"
570,"ALLOCHROMATIUM RENUKAII MEDIUM","\chu{Use Medium No. [561] supplemented with 1.0 ml/L vitamin B$_1$$_2$ solution (2 mg/ml).}
     
"
571,"ALKALINE TRYPTONE--YEAST EXTRACT MEDIUM","\chu{\sfi Solution A:}
\mono{Tryptone (BD-Difco)}                                          {1.0}{g}
\mono{Yeast extract (BD-Difco)}                                     {5.0}{g}
\mono{NaCl}                                                  {10.0}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {0.2}{g}
\mono{K$_2$HPO$_4$}                                           {0.2}{g}
\mono{Distilled water}                                      {800.0}{ml}
\chu{Mix components, adjust pH to 9.0 and autoclave.}

\chu{\sfi Solution B:}
\mono{NaHCO$_3$}                                             {10.0}{g}
\mono{Distilled water}                                      {200.0}{ml}
\chu{Mix components and filter--sterilize. Combine Solutions A and B aseptically and readjust pH to 9.0, if necessary.}
     
"
572,"MODIFIED HALOBACTERIA MEDIUM","\chu{Use Medium No. [168] with 2.0 g/L MgSO$_4$$\cdot$7H$_2$O (final).  After autoclaving,
adjust pH to 7.5 with sterile Na$_2$CO$_3$ solution.}
     
"
